library_code,category_code,code,name_fr,service_type,unit_label_fr,focus_terms,volume_eligible,recurring_eligible,credit_eligible,order,macro_category_code,subcategory_code,secondary_subcategory_codes_json,description_fr,standard_deliverables_fr,standard_proof_fr,status,version,franchisee_can_create,franchisee_can_edit,franchisee_delete_policy,central_approval_flags
ACC,ACC-BOOK,ACC-CLOSE,Clôture mensuelle et annuelle,OUTSOURCING,entités et périodes,"[""calendrier de clôture"", ""réconciliations"", ""provisions"", ""immobilisations"", ""reporting attendu""]",True,True,True,3,ACC-MACRO-ACCOUNTING,ACC-BOOK,[],"Prestation structurée de clôture mensuelle et annuelle comprenant cadrage, exécution, contrôle, documentation et réception.","opérations exécutées, contrôles et reporting périodique",rapports et pièces de contrôle,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
ACC,ACC-BOOK,ACC-FS,Préparation des états financiers,PROJECT,entités et exercices,"[""référentiel"", ""période"", ""balances disponibles"", ""annexes"", ""date limite""]",False,False,True,4,ACC-MACRO-ACCOUNTING,ACC-BOOK,[],"Prestation structurée de préparation des états financiers comprenant cadrage, exécution, contrôle, documentation et réception.","livrables du projet, planning, contrôles et clôture",livrables et PV,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
ACC,ACC-TAX,ACC-VAT,Déclarations de TVA,OUTSOURCING,déclarations et périodes,"[""régime TVA"", ""fréquence"", ""volume factures"", ""opérations internationales"", ""crédits TVA""]",True,True,True,5,ACC-MACRO-ACCOUNTING,ACC-TAX,[],"Prestation structurée de déclarations de tva comprenant cadrage, exécution, contrôle, documentation et réception.","opérations exécutées, contrôles et reporting périodique",rapports et pièces de contrôle,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
ACC,ACC-TAX,ACC-CORP-TAX,Déclarations fiscales et impôt sur les sociétés,OUTSOURCING,entités et exercices,"[""régime fiscal"", ""résultat comptable"", ""réintégrations"", ""incitations"", ""échéances""]",True,True,True,6,ACC-MACRO-ACCOUNTING,ACC-TAX,[],"Prestation structurée de déclarations fiscales et impôt sur les sociétés comprenant cadrage, exécution, contrôle, documentation et réception.","opérations exécutées, contrôles et reporting périodique",rapports et pièces de contrôle,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
ACC,ACC-TAX,ACC-TAX-REVIEW,Revue fiscale et diagnostic de conformité,AUDIT,taxes et exercices,"[""impôts concernés"", ""années"", ""contrôles antérieurs"", ""risques identifiés"", ""documents disponibles""]",False,False,True,7,ACC-MACRO-ACCOUNTING,ACC-TAX,[],"Prestation structurée de revue fiscale et diagnostic de conformité comprenant cadrage, exécution, contrôle, documentation et réception.","rapport de diagnostic, constats, priorités et plan d’action",rapport signé et restitution,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
ACC,ACC-TAX,ACC-TAX-AUDIT,Assistance lors d’un contrôle fiscal,ADVISORY,notifications et exercices,"[""avis reçu"", ""périmètre"", ""délais"", ""montants en jeu"", ""pièces demandées""]",False,False,True,8,ACC-MACRO-ACCOUNTING,ACC-TAX,[],"Prestation structurée de assistance lors d’un contrôle fiscal comprenant cadrage, exécution, contrôle, documentation et réception.","analyse, recommandations, feuille de route et ateliers",livrables validés et compte rendu,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
ACC,ACC-CTRL,ACC-BUDGET,Budget annuel et prévisions,ADVISORY,"centres, scénarios et mois","[""horizon"", ""centres de coûts"", ""hypothèses"", ""scénarios"", ""format de restitution""]",False,False,True,9,ACC-MACRO-PERF,ACC-CTRL,[],"Prestation structurée de budget annuel et prévisions comprenant cadrage, exécution, contrôle, documentation et réception.","analyse, recommandations, feuille de route et ateliers",livrables validés et compte rendu,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
ACC,ACC-CTRL,ACC-MGMT-CONTROL,Mise en place du contrôle de gestion,ADVISORY,processus et indicateurs,"[""modèle économique"", ""axes analytiques"", ""KPI"", ""fréquence"", ""outils""]",False,False,True,10,ACC-MACRO-PERF,ACC-CTRL,[],"Prestation structurée de mise en place du contrôle de gestion comprenant cadrage, exécution, contrôle, documentation et réception.","analyse, recommandations, feuille de route et ateliers",livrables validés et compte rendu,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
ACC,ACC-CTRL,ACC-COSTING,Calcul des coûts et rentabilité par produit,ADVISORY,"produits, activités et centres","[""méthode actuelle"", ""charges directes"", ""inducteurs"", ""volumes"", ""marges attendues""]",False,False,True,11,ACC-MACRO-PERF,ACC-CTRL,[],"Prestation structurée de calcul des coûts et rentabilité par produit comprenant cadrage, exécution, contrôle, documentation et réception.","analyse, recommandations, feuille de route et ateliers",livrables validés et compte rendu,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
ACC,ACC-CASH,ACC-TREASURY,Gestion et prévision de trésorerie,ADVISORY,comptes et semaines,"[""comptes bancaires"", ""horizon"", ""encaissements"", ""décaissements"", ""alertes""]",False,False,True,12,ACC-MACRO-PERF,ACC-CASH,[],"Prestation structurée de gestion et prévision de trésorerie comprenant cadrage, exécution, contrôle, documentation et réception.","analyse, recommandations, feuille de route et ateliers",livrables validés et compte rendu,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
ACC,ACC-CASH,ACC-COLLECTION,Optimisation du recouvrement client,MANAGED_SERVICE,factures et clients,"[""balance âgée"", ""processus de relance"", ""litiges"", ""outils"", ""objectifs DSO""]",True,True,True,13,ACC-MACRO-PERF,ACC-CASH,[],"Prestation structurée de optimisation du recouvrement client comprenant cadrage, exécution, contrôle, documentation et réception.","service récurrent, SLA, rapports et support",rapports périodiques et tickets,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
ACC,ACC-CASH,ACC-INVOICING,Mise en place de la facturation et des contrôles,IMPLEMENTATION,factures et utilisateurs,"[""types de factures"", ""workflow"", ""taxes"", ""numérotation"", ""intégrations""]",True,False,True,14,ACC-MACRO-PERF,ACC-CASH,"[""ACC-SYS""]","Prestation structurée de mise en place de la facturation et des contrôles comprenant cadrage, exécution, contrôle, documentation et réception.","solution installée, configurée, testée et documentée","PV de tests, documentation et réception",ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
ACC,ACC-FIN,ACC-FIN-MODEL,Modèle financier et business plan,ADVISORY,années et scénarios,"[""horizon"", ""sources de revenus"", ""charges"", ""investissements"", ""scénarios""]",False,False,True,15,ACC-MACRO-FIN,ACC-FIN,[],"Prestation structurée de modèle financier et business plan comprenant cadrage, exécution, contrôle, documentation et réception.","analyse, recommandations, feuille de route et ateliers",livrables validés et compte rendu,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
ACC,ACC-FIN,ACC-FUNDING,Préparation d’un dossier de financement,ADVISORY,banques et montants,"[""montant recherché"", ""usage des fonds"", ""garanties"", ""prévisions"", ""documents juridiques""]",False,False,True,16,ACC-MACRO-FIN,ACC-FIN,[],"Prestation structurée de préparation d’un dossier de financement comprenant cadrage, exécution, contrôle, documentation et réception.","analyse, recommandations, feuille de route et ateliers",livrables validés et compte rendu,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
ACC,ACC-AUDIT,ACC-AUDIT-PREP,Préparation à l’audit financier,AUDIT_SUPPORT,entités et cycles,"[""auditeur"", ""périmètre"", ""PBC list"", ""réconciliations"", ""deadline""]",False,False,True,17,ACC-MACRO-FIN,ACC-AUDIT,[],"Prestation structurée de préparation à l’audit financier comprenant cadrage, exécution, contrôle, documentation et réception.","dossier préparé, réponses et suivi des demandes",liste PBC clôturée,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
ACC,ACC-AUDIT,ACC-DUE-DIL,Due diligence financière,AUDIT,entités et années,"[""objectif transaction"", ""période"", ""data room"", ""qualité des résultats"", ""dette nette""]",False,False,True,18,ACC-MACRO-FIN,ACC-AUDIT,[],"Prestation structurée de due diligence financière comprenant cadrage, exécution, contrôle, documentation et réception.","rapport de diagnostic, constats, priorités et plan d’action",rapport signé et restitution,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
ACC,ACC-SYS,ACC-SOFTWARE,Choix et déploiement d’un logiciel comptable,IMPLEMENTATION,utilisateurs et entités,"[""processus"", ""utilisateurs"", ""fonctionnalités"", ""migration"", ""intégrations""]",True,False,True,19,ACC-MACRO-SYSTEMS,ACC-SYS,[],"Prestation structurée de choix et déploiement d’un logiciel comptable comprenant cadrage, exécution, contrôle, documentation et réception.","solution installée, configurée, testée et documentée","PV de tests, documentation et réception",ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
ACC,ACC-SPECIAL,ACC-INVENTORY,Inventaire physique et valorisation des stocks,PROJECT,"références, sites et unités","[""nombre de références"", ""sites"", ""méthode de comptage"", ""valorisation"", ""écarts historiques""]",False,False,True,20,ACC-MACRO-SYSTEMS,ACC-SPECIAL,[],"Prestation structurée de inventaire physique et valorisation des stocks comprenant cadrage, exécution, contrôle, documentation et réception.","livrables du projet, planning, contrôles et clôture",livrables et PV,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-CORP,LEGAL-CREATE,Création et structuration de société,LEGAL_ADVISORY,associés et entités,"[""forme juridique"", ""associés"", ""capital"", ""activité"", ""gouvernance""]",False,False,False,1,LEGAL-MACRO-CORP,LEGAL-CORP,[],"Prestation structurée de création et structuration de société comprenant cadrage, exécution, contrôle, documentation et réception.","analyse juridique, options, risques et recommandations",note ou avis validé,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-CORP,LEGAL-CORP-SECRETARY,Secrétariat juridique annuel,MANAGED_SERVICE,entités et actes,"[""assemblées"", ""modifications"", ""registres"", ""mandats"", ""calendrier""]",True,True,True,2,LEGAL-MACRO-CORP,LEGAL-CORP,[],"Prestation structurée de secrétariat juridique annuel comprenant cadrage, exécution, contrôle, documentation et réception.","service récurrent, SLA, rapports et support",rapports périodiques et tickets,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-CORP,LEGAL-GOV,Mise en place de la gouvernance et délégations,LEGAL_ADVISORY,organes et décisions,"[""organes de gouvernance"", ""délégations"", ""seuils"", ""comités"", ""reporting""]",False,False,False,3,LEGAL-MACRO-CORP,LEGAL-CORP,[],"Prestation structurée de mise en place de la gouvernance et délégations comprenant cadrage, exécution, contrôle, documentation et réception.","analyse juridique, options, risques et recommandations",note ou avis validé,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-CONTRACT,LEGAL-CONTRACT-DRAFT,Rédaction de contrat commercial,LEGAL_SERVICE,contrats et parties,"[""objet"", ""parties"", ""prix"", ""responsabilités"", ""droit applicable""]",False,False,False,4,LEGAL-MACRO-CONTRACT,LEGAL-CONTRACT,[],"Prestation structurée de rédaction de contrat commercial comprenant cadrage, exécution, contrôle, documentation et réception.","document juridique versionné, commentaires et version finale",document final et validation du client,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-CONTRACT,LEGAL-CONTRACT-REVIEW,Revue et négociation de contrat,LEGAL_SERVICE,contrats et versions,"[""document source"", ""enjeux"", ""clauses critiques"", ""deadline"", ""pouvoir de négociation""]",False,False,False,5,LEGAL-MACRO-CONTRACT,LEGAL-CONTRACT,[],"Prestation structurée de revue et négociation de contrat comprenant cadrage, exécution, contrôle, documentation et réception.","document juridique versionné, commentaires et version finale",document final et validation du client,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-CONTRACT,LEGAL-GTC,Conditions générales de vente ou d’utilisation,LEGAL_SERVICE,canaux et offres,"[""modèle de vente"", ""clients"", ""paiement"", ""livraison"", ""réclamations""]",False,False,False,6,LEGAL-MACRO-CONTRACT,LEGAL-CONTRACT,[],"Prestation structurée de conditions générales de vente ou d’utilisation comprenant cadrage, exécution, contrôle, documentation et réception.","document juridique versionné, commentaires et version finale",document final et validation du client,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-LABOR,LEGAL-EMPLOYMENT,Contrats de travail et documents RH,LEGAL_SERVICE,salariés et modèles,"[""types de contrats"", ""catégories"", ""rémunération"", ""confidentialité"", ""mobilité""]",False,False,False,7,LEGAL-MACRO-CONTRACT,LEGAL-LABOR,[],"Prestation structurée de contrats de travail et documents rh comprenant cadrage, exécution, contrôle, documentation et réception.","document juridique versionné, commentaires et version finale",document final et validation du client,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-LABOR,LEGAL-HR-DISPUTE,Assistance en conflit ou procédure disciplinaire,LEGAL_ADVISORY,salariés et incidents,"[""faits"", ""preuves"", ""chronologie"", ""mesures prises"", ""urgence""]",False,False,False,8,LEGAL-MACRO-CONTRACT,LEGAL-LABOR,[],"Prestation structurée de assistance en conflit ou procédure disciplinaire comprenant cadrage, exécution, contrôle, documentation et réception.","analyse juridique, options, risques et recommandations",note ou avis validé,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-IP,LEGAL-TRADEMARK,Dépôt et protection de marque,LEGAL_SERVICE,marques et classes,"[""signe"", ""territoires"", ""classes"", ""recherche antérieure"", ""propriétaire""]",False,False,False,9,LEGAL-MACRO-COMP,LEGAL-IP,[],"Prestation structurée de dépôt et protection de marque comprenant cadrage, exécution, contrôle, documentation et réception.","document juridique versionné, commentaires et version finale",document final et validation du client,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-IP,LEGAL-IP-CONTRACT,Contrats de propriété intellectuelle et licences,LEGAL_SERVICE,"œuvres, logiciels et territoires","[""actifs"", ""droits cédés"", ""territoire"", ""durée"", ""rémunération""]",False,False,False,10,LEGAL-MACRO-COMP,LEGAL-IP,[],"Prestation structurée de contrats de propriété intellectuelle et licences comprenant cadrage, exécution, contrôle, documentation et réception.","document juridique versionné, commentaires et version finale",document final et validation du client,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-IP,LEGAL-PRIVACY,Conformité données personnelles et politique de confidentialité,COMPLIANCE,traitements et sites,"[""données collectées"", ""finalités"", ""sous-traitants"", ""consentements"", ""transferts""]",False,False,True,11,LEGAL-MACRO-COMP,LEGAL-IP,"[""LEGAL-IP""]","Prestation structurée de conformité données personnelles et politique de confidentialité comprenant cadrage, exécution, contrôle, documentation et réception.","diagnostic, registre, politiques et plan de mise en conformité",dossier de conformité et preuves,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-COMP,LEGAL-COMPLIANCE-AUDIT,Audit de conformité réglementaire,COMPLIANCE,réglementations et processus,"[""secteur"", ""textes applicables"", ""licences"", ""contrôles"", ""risques""]",False,False,True,12,LEGAL-MACRO-COMP,LEGAL-COMP,[],"Prestation structurée de audit de conformité réglementaire comprenant cadrage, exécution, contrôle, documentation et réception.","diagnostic, registre, politiques et plan de mise en conformité",dossier de conformité et preuves,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-COMP,LEGAL-ETHICS,"Code éthique, anticorruption et dispositif d’alerte",COMPLIANCE,entités et salariés,"[""risques d’intégrité"", ""cadeaux"", ""tiers"", ""canal d’alerte"", ""enquêtes""]",False,False,True,13,LEGAL-MACRO-COMP,LEGAL-COMP,[],"Prestation structurée de code éthique, anticorruption et dispositif d’alerte comprenant cadrage, exécution, contrôle, documentation et réception.","diagnostic, registre, politiques et plan de mise en conformité",dossier de conformité et preuves,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-COMP,LEGAL-LICENSE,Obtention ou renouvellement d’agrément/licence,LEGAL_SERVICE,autorisations et sites,"[""autorité"", ""activité"", ""conditions"", ""documents"", ""deadline""]",False,False,False,14,LEGAL-MACRO-COMP,LEGAL-COMP,[],"Prestation structurée de obtention ou renouvellement d’agrément/licence comprenant cadrage, exécution, contrôle, documentation et réception.","document juridique versionné, commentaires et version finale",document final et validation du client,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-DISPUTE,LEGAL-DEBT-RECOVERY,Recouvrement amiable et juridique,LEGAL_SERVICE,débiteurs et créances,"[""montants"", ""échéances"", ""preuves"", ""relances"", ""solvabilité""]",False,False,False,15,LEGAL-MACRO-DISPUTE,LEGAL-DISPUTE,[],"Prestation structurée de recouvrement amiable et juridique comprenant cadrage, exécution, contrôle, documentation et réception.","document juridique versionné, commentaires et version finale",document final et validation du client,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-DISPUTE,LEGAL-PRE-LITIGATION,Mise en demeure et stratégie précontentieuse,LEGAL_ADVISORY,litiges et parties,"[""faits"", ""contrat"", ""preuves"", ""préjudice"", ""objectif""]",False,False,False,16,LEGAL-MACRO-DISPUTE,LEGAL-DISPUTE,[],"Prestation structurée de mise en demeure et stratégie précontentieuse comprenant cadrage, exécution, contrôle, documentation et réception.","analyse juridique, options, risques et recommandations",note ou avis validé,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-DISPUTE,LEGAL-LITIGATION,Coordination et suivi d’un contentieux,LEGAL_SERVICE,dossiers et audiences,"[""juridiction"", ""étape"", ""avocat"", ""preuves"", ""échéances""]",False,False,False,17,LEGAL-MACRO-DISPUTE,LEGAL-DISPUTE,[],"Prestation structurée de coordination et suivi d’un contentieux comprenant cadrage, exécution, contrôle, documentation et réception.","document juridique versionné, commentaires et version finale",document final et validation du client,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-REAL,LEGAL-LEASE,Rédaction ou revue de bail commercial,LEGAL_SERVICE,locaux et parties,"[""local"", ""durée"", ""loyer"", ""charges"", ""travaux""]",False,False,False,18,LEGAL-MACRO-DISPUTE,LEGAL-REAL,[],"Prestation structurée de rédaction ou revue de bail commercial comprenant cadrage, exécution, contrôle, documentation et réception.","document juridique versionné, commentaires et version finale",document final et validation du client,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-TRANS,LEGAL-SHA,Pacte d’associés ou convention de partenariat,LEGAL_SERVICE,associés et décisions,"[""répartition capital"", ""gouvernance"", ""sortie"", ""financement"", ""non-concurrence""]",False,False,False,19,LEGAL-MACRO-CORP,LEGAL-TRANS,[],"Prestation structurée de pacte d’associés ou convention de partenariat comprenant cadrage, exécution, contrôle, documentation et réception.","document juridique versionné, commentaires et version finale",document final et validation du client,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
LEGAL,LEGAL-TRANS,LEGAL-FRANCHISE,Contrat et structuration de franchise,LEGAL_SERVICE,franchisés et territoires,"[""concept"", ""droits d’entrée"", ""redevances"", ""territoire"", ""assistance""]",False,False,False,20,LEGAL-MACRO-CORP,LEGAL-TRANS,[],"Prestation structurée de contrat et structuration de franchise comprenant cadrage, exécution, contrôle, documentation et réception.","document juridique versionné, commentaires et version finale",document final et validation du client,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
HR,HR-STRAT,HR-AUDIT,Audit RH et plan d’action,AUDIT,salariés et sites,"[""organisation RH"", ""effectifs"", ""processus"", ""risques sociaux"", ""priorités""]",False,False,True,1,HR-MACRO-ORG,HR-STRAT,[],"Prestation structurée de audit rh et plan d’action comprenant cadrage, exécution, contrôle, documentation et réception.","rapport de diagnostic, constats, priorités et plan d’action",rapport signé et restitution,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
HR,HR-STRAT,HR-WORKFORCE,Planification des effectifs et emplois,ADVISORY,postes et années,"[""prévisions activité"", ""effectifs"", ""compétences"", ""turnover"", ""scénarios""]",False,False,True,2,HR-MACRO-ORG,HR-STRAT,[],"Prestation structurée de planification des effectifs et emplois comprenant cadrage, exécution, contrôle, documentation et réception.","analyse, recommandations, feuille de route et ateliers",livrables validés et compte rendu,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
HR,HR-STRAT,HR-JOB-DESC,Fiches de poste et référentiel métiers,PROJECT,postes et familles,"[""organigramme"", ""missions"", ""responsabilités"", ""compétences"", ""indicateurs""]",False,False,True,3,HR-MACRO-ORG,HR-STRAT,[],"Prestation structurée de fiches de poste et référentiel métiers comprenant cadrage, exécution, contrôle, documentation et réception.","livrables du projet, planning, contrôles et clôture",livrables et PV,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
HR,HR-REC,HR-RECRUIT,Recrutement de profils,RECRUITMENT,postes et candidats,"[""poste"", ""niveau"", ""localisation"", ""rémunération"", ""date de prise de poste""]",True,False,True,4,HR-MACRO-TALENT,HR-REC,[],"Prestation structurée de recrutement de profils comprenant cadrage, exécution, contrôle, documentation et réception.","shortlist, évaluations, entretiens et accompagnement",candidats présentés et décisions,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
HR,HR-REC,HR-EXEC-SEARCH,Chasse de cadres et dirigeants,RECRUITMENT,postes et marchés,"[""mandat"", ""profil cible"", ""entreprises cibles"", ""confidentialité"", ""package""]",True,False,True,5,HR-MACRO-TALENT,HR-REC,[],"Prestation structurée de chasse de cadres et dirigeants comprenant cadrage, exécution, contrôle, documentation et réception.","shortlist, évaluations, entretiens et accompagnement",candidats présentés et décisions,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
